,rmse_avg,rmse_std,n_features
424,0.48386843155566395,0.005262294140507387,424
425,0.48382882497811364,0.005263743550188612,425
426,0.48349342721302063,0.005262330506696059,426
427,0.4838561950233933,0.005287387847819102,427
428,0.4836002327749278,0.0051207685440108576,428
429,0.4836403107820731,0.005046838053512685,429
430,0.4837243904372717,0.0050652059607850285,430
431,0.48359743678838313,0.005137951124591796,431
432,0.4837833883041945,0.0050716875062924395,432
433,0.48392384230984903,0.005192069393707749,433
434,0.48370418324878167,0.005178857306437369,434
435,0.4838022353575898,0.004991958130295588,435
436,0.4836027691659363,0.005005441322731112,436
437,0.4839815482495992,0.00515005924826847,437
438,0.4835727347086458,0.00496345453716783,438
439,0.4839743782299123,0.005099997445383821,439
440,0.483495417684161,0.00505466190996328,440
441,0.48383191809640647,0.005132878692895697,441
442,0.48388132050999855,0.005105997964632782,442
443,0.48357109031407797,0.004968361522491116,443
444,0.48347028443909423,0.0051215865583729495,444
445,0.4836849616638292,0.0051267939594414795,445
446,0.4837398506725629,0.004841701958754806,446
447,0.4835651416961133,0.004777257604092682,447
448,0.4836753316377227,0.005067988024390312,448
449,0.48381839378758146,0.004780970474292917,449
450,0.4836554403840424,0.004969510437275672,450
451,0.48359897689736203,0.005030050286287437,451
452,0.4833980685572266,0.004608790451376838,452
453,0.48374872033057326,0.0048142299088889794,453
454,0.48354417353037343,0.004970127662670725,454
455,0.4836210101427304,0.0048297481340556295,455
456,0.4836678542229778,0.004763871130714015,456
457,0.4836057944213534,0.004658002996235951,457
458,0.48369079284095634,0.004909146998097845,458
459,0.48375542318158454,0.0047104135955700985,459
460,0.4835314303649211,0.00480499814053637,460
461,0.4835432368381403,0.004814627667608922,461
462,0.4836910173891903,0.004769941541190806,462
463,0.4837430121020606,0.004653211976865636,463
464,0.4836716898069958,0.004834087956209001,464
465,0.4834049980003888,0.004772141101651301,465
466,0.4835647733532494,0.004838540997125779,466
467,0.48345609495979586,0.004626696481344518,467
468,0.4834023920186902,0.004865691209125308,468
469,0.4836972713419841,0.0046017506690573095,469
470,0.48368175073625025,0.004589259200624638,470
471,0.4836227993299385,0.004682457383981497,471
472,0.48377787477914513,0.004673833376729981,472
473,0.4838130500376535,0.004703185890839914,473
474,0.4837082431166926,0.004595797872201026,474
475,0.483568358296542,0.004721856129590516,475
476,0.48352175072938586,0.004569967210565705,476
477,0.48347688511363207,0.004578360487600073,477
478,0.4836657194449638,0.004532646605137146,478
479,0.4836470612045387,0.004581880748697628,479
480,0.4837905299772226,0.0044604601443681,480
481,0.4831919746458089,0.004559375837720996,481
482,0.48334039139313256,0.004378402496161012,482
483,0.48361128340064613,0.004602327251191853,483
484,0.48367118870969206,0.004246435370902542,484
485,0.48350213078133114,0.00467652783486656,485
486,0.48367120471549424,0.004468026698441342,486
487,0.48375031522241135,0.004352013710971292,487
488,0.48362052324463356,0.004514675141132558,488
489,0.48352618202127035,0.004347011685627242,489
490,0.4834605042143467,0.004536395305759057,490
491,0.4834418839088887,0.004386773046051421,491
492,0.4835635737583302,0.0043776921497974755,492
493,0.48365558815976467,0.00438666462285966,493
494,0.4835295914530659,0.004369318647333825,494
495,0.48341300763411726,0.004342478390938263,495
496,0.4836344461136472,0.004344130875505965,496
497,0.4833546627627671,0.004506326995238293,497
498,0.48347769516374783,0.0043432029497005135,498
499,0.4835659327026342,0.004280151323576906,499
500,0.4832124900461828,0.004174132117373697,500
501,0.48345244086797756,0.004500888395882804,501
502,0.48350906976309316,0.0042976204499294264,502
503,0.4835547743073333,0.004419673988242553,503
504,0.4837069944108208,0.0043107913248878575,504
505,0.48368088827998007,0.004381015238811295,505
506,0.48348009205182235,0.0043288102334708405,506
507,0.48353131614176237,0.0042518685441608845,507
508,0.483829767613982,0.0042840600464107694,508
509,0.4836760759997256,0.0043173956574118965,509
510,0.48329111146163184,0.004139166421065687,510
511,0.48350037796097195,0.004186561113470995,511
512,0.48358204857710696,0.0042611154959480806,512
513,0.48330795695307627,0.004231593884721281,513
514,0.48364810049342083,0.004238977185296601,514
515,0.48321782875020924,0.004080513126748011,515
516,0.4837433884933822,0.004120152511014187,516
517,0.4836012048754744,0.003923557340726939,517
518,0.48338138944318954,0.004267239148845568,518
519,0.4834488818475853,0.004070664714533082,519
520,0.4836008052120628,0.003921706742343372,520
521,0.4835965898319596,0.004144572615066304,521
522,0.4833468396748144,0.003911821312121547,522
523,0.4836249695117225,0.004052560468775149,523
524,0.48348710585105803,0.004061951268699877,524
525,0.48345595404565705,0.0040165416335855054,525
526,0.48357111819994025,0.003907229107916847,526
527,0.48337291201645816,0.004063814592949345,527
528,0.48351729983098457,0.003966281898239491,528
529,0.48363520855132425,0.003980808312409789,529
530,0.483211721613629,0.003982072299242501,530
531,0.4833848822683716,0.004005473724838787,531
532,0.4832822991659433,0.003863930475683433,532
533,0.48362678122381647,0.003950757569017098,533
534,0.4835789711618254,0.0038350986492473975,534
535,0.48337295182118584,0.003922379749743236,535
536,0.48326754015115136,0.003955395311014181,536
537,0.4834957336054173,0.004061052234981027,537
538,0.48329795101574824,0.0038724041363877113,538
539,0.48347475481059554,0.003887287229130735,539
540,0.4833832687185014,0.003829056203655495,540
541,0.4834303455917877,0.00392215793872962,541
542,0.4836735025142341,0.004018176038714278,542
543,0.48355236657205286,0.003715829553030149,543
544,0.48333828695867836,0.0037172485627529842,544
545,0.4833443113047401,0.003812620124603465,545
546,0.4833870920315923,0.003634915038206695,546
547,0.483417558475295,0.0038702925404904757,547
548,0.48344165663059185,0.003818371644913057,548
549,0.4833512933764271,0.0037531270983442357,549
550,0.48325651975191336,0.0037692635267542116,550
551,0.48333532909432125,0.0037348001616462102,551
552,0.48344539966918887,0.0036204214053418473,552
553,0.48354375750007966,0.003723848227967332,553
554,0.48345437011649744,0.0037475096291728297,554
555,0.48352835376645636,0.003643261437731808,555
556,0.48355405907451265,0.003641285702490995,556
557,0.483442771118092,0.003770300537741285,557
558,0.4833577965040315,0.0036755938616308817,558
559,0.4834554559326248,0.003703309493372414,559
560,0.4834196138131647,0.003689483517535325,560
561,0.48347722890679456,0.0037735249766904302,561
562,0.4832691628506974,0.0036161247638797213,562
563,0.4832110044630416,0.0035844371343849712,563
564,0.4832851946981549,0.0036582151924918226,564
565,0.4833466206671267,0.003619394669426442,565
566,0.48328680229335647,0.003534113678744813,566
567,0.4835152754066422,0.0035586234018135008,567
568,0.4834652916240343,0.0035820600028276524,568
569,0.4833967263030662,0.00366833976341511,569
570,0.48344328643673457,0.0035667015217313207,570
571,0.4833052470397766,0.003636265038914603,571
572,0.48324559057726957,0.0034475353937147633,572
573,0.48354770575400585,0.003659523717950791,573
574,0.483488946891449,0.003551172355103061,574
575,0.4832105973992573,0.003407654817646339,575
576,0.48337226324491495,0.003381955875870799,576
577,0.48332459266655325,0.003429349010900738,577
578,0.483462693462166,0.003477144651436695,578
579,0.4833118751520621,0.0034620057470296658,579
580,0.4834030461397365,0.0033984581794712443,580
581,0.4834802305936513,0.003436133924881993,581
582,0.4834230230578098,0.0034381333204992577,582
583,0.48310528743468756,0.003373006349277668,583
584,0.4834201289716567,0.0033537159088950002,584
585,0.4834329377275661,0.003363781940477487,585
586,0.48332815973759075,0.0032738962775009876,586
587,0.4833549269211145,0.0034028129066796865,587
588,0.483429338222773,0.00347546741612211,588
589,0.4833839509846144,0.003445674630909911,589
590,0.4834300528983927,0.0033533155995083847,590
591,0.48319942630931506,0.003346276334748248,591
592,0.4834023837412732,0.0032264236698975627,592
593,0.4833741083612679,0.003330147909210518,593
594,0.48327059669571903,0.0032831390676657467,594
595,0.4835410028406499,0.0033573371298298844,595
596,0.48332070487066026,0.003253467871115746,596
597,0.4831814424094454,0.0032170431814734575,597
598,0.4833388718924585,0.003359294841748235,598
599,0.48318067073653104,0.0031419195082686992,599
600,0.48356031281864237,0.0031531669085660256,600
601,0.4832817655911342,0.0032784347444260713,601
602,0.4832957794167363,0.003268582898959014,602
603,0.4832210312798106,0.003059675650804465,603
604,0.483022615526762,0.0032112539184821383,604
605,0.4834799363610245,0.0031111939539775657,605
606,0.48334656801080683,0.003156092036543973,606
607,0.48335000026825686,0.0032792038972801977,607
608,0.48327617287438795,0.0030919690286193434,608
609,0.4835571581357883,0.003302707769297365,609
610,0.48337166587220076,0.003150565806557449,610
611,0.4832192295403669,0.0031411817705140842,611
612,0.4833186909005625,0.0031598311536848406,612
613,0.4832899635678625,0.0031389029516614812,613
614,0.4832602583904878,0.0029864622159007496,614
615,0.48330020672686985,0.003150117585278132,615
616,0.4833684337724515,0.003173130725726095,616
617,0.4833826163309373,0.0029980807343726393,617
618,0.48338467601524177,0.0031268624501865953,618
619,0.48337855125529416,0.0029909917809993985,619
620,0.4834012875029662,0.0030257657747819176,620
621,0.4833494355578521,0.002990399982274342,621
622,0.48333096557461624,0.0030050618537979484,622
623,0.48327312874820355,0.002973992861848362,623
624,0.48311436411603753,0.0030458095961884016,624
625,0.48316237441174475,0.0029952872686376795,625
626,0.4833771721305017,0.0029610243475870495,626
627,0.4834025425251001,0.0028859828814941277,627
628,0.4831559404127845,0.0028920218256899364,628
629,0.4832498764223003,0.002921170936568674,629
630,0.4833301315502519,0.0028441390904685475,630
631,0.48325838697582274,0.0028860926424388277,631
632,0.4831886607942549,0.0030071123650099126,632
